CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
ACH IMPORTS LTD,13608827,,,5 LONDON ROAD,RAINHAM,GILLINGHAM,KENT,UNITED KINGDOM,ME8 7RG,Private Limited Company,Active,United Kingdom,,08-09-2021,31,10,08-06-2023,,NO ACCOUNTS FILED,06-10-2022,,0,0,0,0,46310 - Wholesale of fruit and vegetables,,,,0,0,http://business.data.gov.uk/id/company/13608827,,,,,,,,,,,,,,,,,,,,,29-09-2023,15-09-2022
ACHAL LIMITED,5592773,,,10 MEADOW WAY,,CHIGWELL,,ENGLAND,IG7 6LP,Private Limited Company,Active,United Kingdom,,14-10-2005,31,10,31-07-2023,31-10-2021,MICRO ENTITY,11-11-2016,14-10-2015,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/05592773,,,,,,,,,,,,,,,,,,,,,28-10-2023,14-10-2022
ACHAR ENTERPRISES LTD,7179353,,,58 WARRINGTON ROAD,,IPSWICH,SUFFOLK,,IP1 3RE,Private Limited Company,Active,United Kingdom,,05-03-2010,31,3,31-12-2022,31-03-2021,MICRO ENTITY,02-04-2017,05-03-2016,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/07179353,,,,,,,,,,,,,,,,,,,,,19-03-2023,05-03-2022
ACHIEVE AND PARTNERS LIMITED,10286568,,,2 CLIFTON MOOR BUSINESS VILLAGE,JAMES NICOLSON LINK,YORK,NORTH YORKSHIRE,ENGLAND,YO30 4XG,Private Limited Company,Active,United Kingdom,,19-07-2016,30,11,31-08-2023,30-11-2021,TOTAL EXEMPTION FULL,16-08-2017,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10286568,22-11-2019,FOOD TRAINING NETWORK LIMITED,,,,,,,,,,,,,,,,,,,01-08-2023,18-07-2022
ACHIEVE CONSULTANCY LTD,12723931,,,128 CITY ROAD,,LONDON,,UNITED KINGDOM,EC1V 2NX,Private Limited Company,Active,United Kingdom,,06-07-2020,31,7,30-04-2023,31-07-2021,TOTAL EXEMPTION FULL,03-08-2021,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12723931,,,,,,,,,,,,,,,,,,,,,15-07-2023,01-07-2022
ACHIEVE EXCELLENCE LIMITED,6333377,,,7 COOKS MEADOW,EDLESBOROUGH,BEDS,,,LU6 2RP,Private Limited Company,Active,United Kingdom,,03-08-2007,31,8,31-05-2023,31-08-2021,TOTAL EXEMPTION FULL,31-08-2016,03-08-2015,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/06333377,08-03-2013,CHRIS MCCLOSKEY ASSOCIATES LIMITED,,,,,,,,,,,,,,,,,,,17-08-2023,03-08-2022
ACHIEVE LEARNING,6211325,,,431 KENTON ROAD,,HARROW,MIDDLESEX,,HA3 0XY,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,12-04-2007,30,6,31-03-2023,30-06-2021,MICRO ENTITY,10-05-2017,12-04-2016,0,0,0,0,85200 - Primary education,85600 - Educational support services,,,0,0,http://business.data.gov.uk/id/company/06211325,,,,,,,,,,,,,,,,,,,,,26-04-2023,12-04-2022
ACHIEVE MORE EDUCATION AND SPORT LTD,12598410,,,39 HARLEY ROAD,,HARROW,,ENGLAND,HA1 4XF,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,12-05-2020,15,9,15-06-2024,15-09-2022,MICRO ENTITY,09-06-2021,,0,0,0,0,85200 - Primary education,85510 - Sports and recreation education,,,0,0,http://business.data.gov.uk/id/company/12598410,,,,,,,,,,,,,,,,,,,,,25-05-2023,11-05-2022
ACHIEVE MORE TRAINING LTD,12184340,,,DEESIDE LEISURE CENTRE CHESTER RD WEST,QUEENSFERRY,DEESIDE,FLINTSHRIE,,CH5 1SA,Private Limited Company,Active,United Kingdom,,02-09-2019,28,2,30-11-2023,28-02-2022,TOTAL EXEMPTION FULL,30-09-2020,,0,0,0,0,85590 - Other education n.e.c.,85600 - Educational support services,,,0,0,http://business.data.gov.uk/id/company/12184340,,,,,,,,,,,,,,,,,,,,,15-09-2023,01-09-2022
ACHIEVE NORTH WEST CONNECT,3075969,,,7TH FLOOR WALKER HOUSE,EXCHANGE FLAGS,LIVERPOOL,,ENGLAND,L2 3YL,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,05-07-1995,31,3,31-12-2023,31-03-2022,SMALL,22-07-2017,24-06-2016,1,1,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/03075969,24-10-2014,CAREER CONNECTIONS LIMITED,,,,,,,,,,,,,,,,,,,08-07-2023,24-06-2022
ACHIEVE OUTREACH LTD,12667971,,,HIGH BANK BANK STREET,TURTON,BOLTON,,ENGLAND,BL7 0RY,Private Limited Company,Active,United Kingdom,,13-06-2020,30,6,31-03-2023,30-06-2021,UNAUDITED ABRIDGED,11-07-2021,,0,0,0,0,85310 - General secondary education,85600 - Educational support services,,,0,0,http://business.data.gov.uk/id/company/12667971,,,,,,,,,,,,,,,,,,,,,29-08-2023,15-08-2022
ACHIEVE TRAINING (STAFFORDSHIRE) LIMITED,1620399,,,KINGSLEY,THE BRAMPTON,NEWCASTLE UNDER LYME,STAFFORDSHIRE,,ST5 0QW,Private Limited Company,Active,United Kingdom,,05-03-1982,31,3,31-12-2022,31-03-2021,FULL,16-07-2017,18-06-2016,6,1,0,5,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/01620399,07-01-2021,PROJECT MANAGEMENT (STAFFORDSHIRE) LIMITED,,,,,,,,,,,,,,,,,,,20-06-2023,06-06-2022
ACHIEVE TRAINING CENTRE CIC,8842624,,,PRESERVATION HOUSE,BADGER STREET,BURY,,ENGLAND,BL9 6AD,Community Interest Company,Active,United Kingdom,,13-01-2014,30,1,30-10-2023,31-01-2022,UNAUDITED ABRIDGED,10-02-2017,13-01-2016,0,0,0,0,85310 - General secondary education,,,,0,0,http://business.data.gov.uk/id/company/08842624,,,,,,,,,,,,,,,,,,,,,27-01-2023,13-01-2022
ACHIEVE TRAINING LTD,SC333820,,,64 LIBERTON PLACE,EDINBURGH,MIDLOTHIAN,,,EH16 6NA,Private Limited Company,Active,United Kingdom,,13-11-2007,30,11,31-08-2023,30-11-2021,MICRO ENTITY,11-12-2016,13-11-2015,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/SC333820,,,,,,,,,,,,,,,,,,,,,27-11-2023,13-11-2022
ACHIEVE WEIGHT MANAGEMENT LTD,14226858,,,3 MANOR FARM CLOSE,MERTON,BICESTER,,ENGLAND,OX25 2NA,Private Limited Company,Active,United Kingdom,,11-07-2022,31,7,11-04-2024,,NO ACCOUNTS FILED,08-08-2023,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/14226858,,,,,,,,,,,,,,,,,,,,,24-07-2023,
ACHIEVE YOUR BEST LIMITED,10939194,,,27 DOYLE GARDENS,,LONDON,,UNITED KINGDOM,NW10 3DB,Private Limited Company,Active,United Kingdom,,31-08-2017,31,8,31-05-2023,31-08-2021,MICRO ENTITY,28-09-2018,,0,0,0,0,85590 - Other education n.e.c.,86900 - Other human health activities,,,0,0,http://business.data.gov.uk/id/company/10939194,,,,,,,,,,,,,,,,,,,,,30-08-2023,16-08-2022
ACHIEVED LIMITED,13892888,,,FLAT 21 BOULLEN COURT,BRUNSWICK ROAD,SUTTON,,ENGLAND,SM1 4NZ,Private Limited Company,Active,United Kingdom,,03-02-2022,28,2,03-11-2023,,NO ACCOUNTS FILED,03-03-2023,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/13892888,,,,,,,,,,,,,,,,,,,,,16-02-2023,
ACHIEVEMENT THROUGH COLLABORATION TRUST,7678864,,,WITTON PARK ACADEMY,BUNCER LANE,BLACKBURN,,ENGLAND,BB2 6TD,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,22-06-2011,31,8,31-05-2023,31-08-2021,FULL,20-07-2017,22-06-2016,0,0,0,0,85200 - Primary education,85310 - General secondary education,,,0,0,http://business.data.gov.uk/id/company/07678864,21-06-2016,BOWLAND HIGH ACADEMY TRUST,,,,,,,,,,,,,,,,,,,16-06-2023,02-06-2022
ACHIEVERS TUITION LIMITED,14385072,,,6 AILEEN WALK,,LONDON,,ENGLAND,E15 4BB,Private Limited Company,Active,United Kingdom,,29-09-2022,30,9,29-06-2024,,NO ACCOUNTS FILED,27-10-2023,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14385072,,,,,,,,,,,,,,,,,,,,,12-10-2023,
ACHOLOGY TRANSACTIONS LTD.,SC697126,,,OFFICE 10 DUNNOCK HOUSE,63 DUNNOCK ROAD,DUNFERMLINE,FIFE,UNITED KINGDOM,KY11 8QE,Private Limited Company,Active,United Kingdom,,28-04-2021,31,12,30-09-2023,31-12-2021,DORMANT,26-05-2022,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/SC697126,16-11-2022,MODERN APPLIED PSYCHOLOGY LIMITED,21-06-2021,THE ACADEMY OF MODERN APPLIED PSYCHOLOGY LIMITED,,,,,,,,,,,,,,,,,11-05-2023,27-04-2022
ACHOR HEALTHCARE LIMITED,8443132,,,THE OLD WHEEL HOUSE,31/37 CHURCH STREET,REIGATE,SURREY,ENGLAND,RH2 0AD,Private Limited Company,Active,United Kingdom,,13-03-2013,31,3,31-12-2022,31-03-2021,MICRO ENTITY,28-04-2017,31-03-2016,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/08443132,25-06-2013,TEXBOND TRADING LIMITED,,,,,,,,,,,,,,,,,,,12-07-2023,28-06-2022
ACHOR LEARNING LIMITED,8165351,,,35 UNDER KNOLL,PEASEDOWN ST. JOHN,BATH,,ENGLAND,BA2 8TY,Private Limited Company,Active,United Kingdom,,02-08-2012,31,8,31-05-2024,31-08-2022,MICRO ENTITY,30-08-2016,02-08-2015,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08165351,,,,,,,,,,,,,,,,,,,,,16-08-2023,02-08-2022
ACHOR LIFE LTD,13959964,,,"9 COOPERS LANE, BRAMLEY",BRAMLEY,TADLEY,HANTS,UNITED KINGDOM,RG26 5BY,Private Limited Company,Active,United Kingdom,,07-03-2022,31,3,07-12-2023,,NO ACCOUNTS FILED,04-04-2023,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13959964,,,,,,,,,,,,,,,,,,,,,20-03-2023,
ACID BREAKS LTD,14070863,,,19 CAERNARVON DRIVE,RHIWDERIN,NEWPORT,,WALES,NP10 8QT,Private Limited Company,Active,United Kingdom,,26-04-2022,30,4,26-01-2024,,NO ACCOUNTS FILED,24-05-2023,,0,0,0,0,46420 - Wholesale of clothing and footwear,90010 - Performing arts,,,0,0,http://business.data.gov.uk/id/company/14070863,,,,,,,,,,,,,,,,,,,,,09-05-2023,
ACIMAR LIMITED,7205709,,,102 VICTORIA ROAD,,HUDDERSFIELD,,ENGLAND,HD1 3RT,Private Limited Company,Active,United Kingdom,,29-03-2010,31,12,30-09-2023,31-12-2021,MICRO ENTITY,26-04-2017,29-03-2016,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/07205709,,,,,,,,,,,,,,,,,,,,,10-04-2023,27-03-2022
ACJ CONSULTANTS LIMITED,11127905,,,30-34 NORTH STREET,,HAILSHAM,,ENGLAND,BN27 1DW,Private Limited Company,Active,United Kingdom,,29-12-2017,31,3,31-12-2023,31-03-2022,TOTAL EXEMPTION FULL,26-01-2019,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/11127905,,,,,,,,,,,,,,,,,,,,,11-01-2023,28-12-2021
ACJ MEDICAL SERVICES LTD,12718535,,,12 PERCY STREET,,DERBY,DERBYSHIRE,UNITED KINGDOM,DE22 3WD,Private Limited Company,Active,United Kingdom,,04-07-2020,31,7,30-04-2024,31-07-2022,MICRO ENTITY,01-08-2021,,0,0,0,0,85590 - Other education n.e.c.,86900 - Other human health activities,,,0,0,http://business.data.gov.uk/id/company/12718535,,,,,,,,,,,,,,,,,,,,,30-06-2023,16-06-2022
ACJ PROPERTY LIMITED,4661322,,,9A ROYAL BUILDINGS,VICTORIA ROAD,PENARTH,VALE OF GLAMORGAN,,CF64 3ED,Private Limited Company,Active,United Kingdom,,10-02-2003,29,2,30-11-2023,28-02-2022,TOTAL EXEMPTION FULL,28-07-2016,30-06-2015,1,0,0,1,68310 - Real estate agencies,68320 - Management of real estate on a fee or contract basis,,,0,0,http://business.data.gov.uk/id/company/04661322,,,,,,,,,,,,,,,,,,,,,17-10-2023,03-10-2022
ACKERS TUITION CENTRE LTD,12380688,,,39 TYSELEY LANE,,BIRMINGHAM,WEST MIDLANDS,,B11 3PT,Private Limited Company,Active,United Kingdom,,30-12-2019,31,12,30-09-2023,31-12-2021,MICRO ENTITY,27-01-2021,,0,0,0,0,85590 - Other education n.e.c.,85600 - Educational support services,,,0,0,http://business.data.gov.uk/id/company/12380688,,,,,,,,,,,,,,,,,,,,,12-01-2023,29-12-2021
ACKINS LTD,13002349,,,MR AKINJIDE AKINOLA 97 LUFFIELD ROAD,ABBEY WOOD,LONDON,KENT,UNITED KINGDOM,SE2 9JW,Private Limited Company,Active,United Kingdom,,06-11-2020,30,11,31-08-2023,30-11-2021,DORMANT,04-12-2021,,0,0,0,0,86210 - General medical practice activities,87100 - Residential nursing care facilities,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",87300 - Residential care activities for the elderly and disabled,0,0,http://business.data.gov.uk/id/company/13002349,,,,,,,,,,,,,,,,,,,,,19-11-2023,05-11-2022
ACKIO (UK) LIMITED,7683848,,,ACKIO UK MILLENNIUM WAY,VALE PARK,EVESHAM,,ENGLAND,WR11 1GR,Private Limited Company,Active,United Kingdom,,27-06-2011,29,5,28-02-2023,30-11-2020,TOTAL EXEMPTION FULL,25-07-2017,27-06-2016,2,1,0,1,46310 - Wholesale of fruit and vegetables,,,,0,0,http://business.data.gov.uk/id/company/07683848,,,,,,,,,,,,,,,,,,,,,11-07-2023,27-06-2022
ACKROYD ECP LTD,13357522,,,12 VICTORIA ROAD,,BARNSLEY,SOUTH YORKSHIRE,UNITED KINGDOM,S70 2BB,Private Limited Company,Active,United Kingdom,,26-04-2021,30,4,26-01-2023,,NO ACCOUNTS FILED,24-05-2022,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/13357522,,,,,,,,,,,,,,,,,,,,,09-05-2023,25-04-2022
ACKWORTH FOODS LIMITED,6299010,,,THE SHARD,LONDON BRIDGE STREET,LONDON,,,SE1 9SG,Private Limited Company,Liquidation,United Kingdom,,02-07-2007,7,3,07-12-2021,31-12-2019,AUDIT EXEMPTION SUBSIDIARY,30-07-2016,02-07-2015,2,0,0,2,46320 - Wholesale of meat and meat products,,,,0,0,http://business.data.gov.uk/id/company/06299010,,,,,,,,,,,,,,,,,,,,,10-07-2023,26-06-2022
ACL ENTERPRISES LIMITED,5123957,,,PICTON HOUSE,LOWER CHURCH STREET,CHEPSTOW,,WALES,NP16 5HJ,Private Limited Company,Active,United Kingdom,,10-05-2004,30,4,31-01-2023,30-04-2021,TOTAL EXEMPTION FULL,07-06-2017,10-05-2016,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/05123957,,,,,,,,,,,,,,,,,,,,,24-05-2023,10-05-2022
ACL FIRST AID LTD,12390979,,,SUITE 2A BLACKTHORN HOUSE,ST. PAULS SQUARE,BIRMINGHAM,,UNITED KINGDOM,B3 1RL,Private Limited Company,Active,United Kingdom,,07-01-2020,31,1,31-10-2023,31-01-2022,MICRO ENTITY,04-02-2021,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12390979,,,,,,,,,,,,,,,,,,,,,13-03-2023,27-02-2022
ACLAONLINE LTD,12998686,,,3RD FLOOR,1 ASHLEY ROAD,ALTRINCHAM,CHESHIRE,UNITED KINGDOM,WA14 2DT,Private Limited Company,Active,United Kingdom,,05-11-2020,30,4,31-01-2024,30-04-2022,DORMANT,03-12-2021,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12998686,,,,,,,,,,,,,,,,,,,,,18-11-2023,04-11-2022
ACLE DENTAL SURGERY LTD,12083587,,,ACLE DENTAL SURGERY THE GREEN,ACLE,NORWICH,NORFOLK,UNITED KINGDOM,NR13 3QX,Private Limited Company,Active,United Kingdom,,03-07-2019,31,7,30-04-2023,31-07-2021,DORMANT,31-07-2020,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/12083587,,,,,,,,,,,,,,,,,,,,,16-07-2023,02-07-2022
ACLEITCH LTD,SC714795,,,71 EDAY CRESCENT,,KILMARNOCK,,SCOTLAND,KA3 2HJ,Private Limited Company,Active,United Kingdom,,11-11-2021,30,11,11-08-2023,,NO ACCOUNTS FILED,09-12-2022,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/SC714795,,,,,,,,,,,,,,,,,,,,,24-11-2022,
ACLS TRAINING SERVICES LIMITED,14015599,,,"DEPT 849A, 196 HIGH ROAD",WOOD GREEN,LONDON,,UNITED KINGDOM,N22 8HH,Private Limited Company,Active,United Kingdom,,31-03-2022,31,3,31-12-2023,,NO ACCOUNTS FILED,28-04-2023,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/14015599,,,,,,,,,,,,,,,,,,,,,13-04-2023,
ACM (UK BRANCH) LIMITED,11961685,,,1 CORNHILL,,LONDON,,,EC3V 3ND,Private Limited Company,Active,United Kingdom,,24-04-2019,30,4,31-01-2023,30-04-2021,MICRO ENTITY,22-05-2020,,0,0,0,0,68310 - Real estate agencies,68320 - Management of real estate on a fee or contract basis,,,0,0,http://business.data.gov.uk/id/company/11961685,,,,,,,,,,,,,,,,,,,,,07-05-2023,23-04-2022
ACM CAMBRIDGE LTD,12163957,,,4 VARRIER JONES DRIVE,PAPWORTH EVERARD,CAMBRIDGE,CAMBRIDGESHIRE,UNITED KINGDOM,CB23 3GJ,Private Limited Company,Active,United Kingdom,,19-08-2019,31,8,31-05-2023,31-08-2021,MICRO ENTITY,16-09-2020,,0,0,0,0,85422 - Post-graduate level higher education,94110 - Activities of business and employers membership organizations,,,0,0,http://business.data.gov.uk/id/company/12163957,,,,,,,,,,,,,,,,,,,,,26-08-2023,12-08-2022
ACM EDUCATION LIMITED,10587121,,,GLOBAL HOUSE BRIDGE STREET,,GUILDFORD,,UNITED KINGDOM,GU1 4SB,Private Limited Company,Active,United Kingdom,,27-01-2017,31,8,31-05-2023,31-08-2021,FULL,24-02-2018,,5,2,0,3,85590 - Other education n.e.c.,99999 - Dormant Company,,,0,0,http://business.data.gov.uk/id/company/10587121,16-02-2018,ACADEMY OF CONTEMPORARY MUSIC MANCHESTER LIMITED,,,,,,,,,,,,,,,,,,,09-02-2023,26-01-2022
ACM GUILDFORD LIMITED,11210577,,,RODBORO BUILDINGS,BRIDGE STREET,GUILDFORD,,UNITED KINGDOM,GU1 4SB,Private Limited Company,Active,United Kingdom,,16-02-2018,31,8,31-05-2023,31-08-2021,FULL,16-03-2019,,5,2,0,3,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11210577,,,,,,,,,,,,,,,,,,,,,30-04-2023,16-04-2022
ACME & CO UK LTD,13392264,,,228 CHADWELL HEATH HIGH ROAD,,ROMFORD,,ENGLAND,RM6 6LS,Private Limited Company,Active,United Kingdom,,12-05-2021,31,5,12-02-2023,,NO ACCOUNTS FILED,09-06-2022,,0,0,0,0,"46341 - Wholesale of fruit and vegetable juices, mineral water and soft drinks",47210 - Retail sale of fruit and vegetables in specialised stores,70100 - Activities of head offices,,0,0,http://business.data.gov.uk/id/company/13392264,,,,,,,,,,,,,,,,,,,,,25-05-2023,11-05-2022
ACME PROPERTY SOLUTIONS LTD,11589426,,,247 GRAY'S INN ROAD,,LONDON,,ENGLAND,WC1X 8QZ,Private Limited Company,Active,United Kingdom,,26-09-2018,30,9,30-06-2023,30-09-2021,TOTAL EXEMPTION FULL,24-10-2019,,0,0,0,0,68310 - Real estate agencies,68320 - Management of real estate on a fee or contract basis,,,0,0,http://business.data.gov.uk/id/company/11589426,,,,,,,,,,,,,,,,,,,,,09-10-2023,25-09-2022
ACMED SERVICES LTD,9046242,,,FRED MICHAEL & CO LTD,HIGH ROAD,ROMFORD,,ENGLAND,RM6 6LS,Private Limited Company,Active,United Kingdom,,19-05-2014,29,5,28-02-2023,31-05-2021,TOTAL EXEMPTION FULL,16-06-2017,19-05-2016,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/09046242,,,,,,,,,,,,,,,,,,,,,25-05-2023,11-05-2022
ACMET UK LTD,14141158,,,36 GROVE ROAD,,LONDON,UNITED KINGDOM,UNITED KINGDOM,W5 5DS,Private Limited Company,Active,United Kingdom,,30-05-2022,31,5,29-02-2024,,NO ACCOUNTS FILED,27-06-2023,,0,0,0,0,85590 - Other education n.e.c.,85600 - Educational support services,,,0,0,http://business.data.gov.uk/id/company/14141158,,,,,,,,,,,,,,,,,,,,,12-06-2023,
ACMN LIMITED,11732975,,,10 JUBILEE GARDENS,,BIRMINGHAM,,UNITED KINGDOM,B23 5HS,Private Limited Company,Active,United Kingdom,,18-12-2018,31,1,31-10-2023,31-01-2022,UNAUDITED ABRIDGED,15-01-2020,,0,0,0,0,85421 - First-degree level higher education,85422 - Post-graduate level higher education,,,0,0,http://business.data.gov.uk/id/company/11732975,,,,,,,,,,,,,,,,,,,,,22-12-2022,08-12-2021
ACN REAL ESTATE LTD,14344380,,,21 GOOSE LANE,LOWER QUINTON,STRATFORD-UPON-AVON,,ENGLAND,CV37 8TA,Private Limited Company,Active,United Kingdom,,08-09-2022,30,9,08-06-2024,,NO ACCOUNTS FILED,06-10-2023,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/14344380,,,,,,,,,,,,,,,,,,,,,21-09-2023,
ACNJ LTD,14067749,,,4 SACKVILLE ROAD,,SUTTON,,ENGLAND,SM2 6HS,Private Limited Company,Active,United Kingdom,,25-04-2022,30,4,25-01-2024,,NO ACCOUNTS FILED,23-05-2023,,0,0,0,0,86210 - General medical practice activities,86220 - Specialists medical practice activities,,,0,0,http://business.data.gov.uk/id/company/14067749,,,,,,,,,,,,,,,,,,,,,08-05-2023,
ACO TRAINING LIMITED,6403064,,,1ST & 2ND FLOORS,11 COLLEGE STREET,SWANSEA,,,SA1 5AF,Private Limited Company,Active,United Kingdom,,18-10-2007,31,7,30-04-2023,31-07-2021,MICRO ENTITY,15-11-2016,18-10-2015,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/06403064,,,,,,,,,,,,,,,,,,,,,04-07-2023,20-06-2022
ACOCKS GREEN PRIMARY SCHOOL,8424090,,,ACOCKS GREEN PRIMARY SCHOOL WESTLEY ROAD,ACOCKS GREEN,BIRMINGHAM,WEST MIDLANDS,,B27 7UQ,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,28-02-2013,31,8,31-05-2023,31-08-2021,FULL,28-03-2017,29-02-2016,0,0,0,0,85200 - Primary education,,,,0,0,http://business.data.gov.uk/id/company/08424090,,,,,,,,,,,,,,,,,,,,,14-03-2023,28-02-2022
ACOMB OUT OF SCHOOL CLUB LIMITED,5081540,,,OUR LADY QUEEN OF MARTYR'S PRIMARY SCHOOL,HAMILTON DRIVE,YORK,,ENGLAND,YO24 4JW,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,23-03-2004,31,8,31-05-2023,31-08-2021,TOTAL EXEMPTION FULL,31-03-2017,03-03-2016,0,0,0,0,85200 - Primary education,,,,0,0,http://business.data.gov.uk/id/company/05081540,,,,,,,,,,,,,,,,,,,,,17-03-2023,03-03-2022
ACOP GROUP LIMITED,6570166,,,CAPEL QUARRY,GORSLAS,LLANELLI,CARMARTHENSHIRE,WALES,SA14 7NH,Private Limited Company,Active,United Kingdom,,18-04-2008,31,10,31-07-2023,31-10-2021,TOTAL EXEMPTION FULL,16-05-2017,18-04-2016,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/06570166,01-06-2017,ACOP TRAINING LIMITED,12-07-2012,AGRICULTURAL AND CONSTRUCTION PLANT TRAINING LTD,,,,,,,,,,,,,,,,,02-05-2023,18-04-2022
ACORN (HOLDINGS) LIMITED,8784905,,,CROWTHORNE HOUSE,NINE MILE RIDE,WOKINGHAM,,ENGLAND,RG40 3GZ,Private Limited Company,Active,United Kingdom,,21-11-2013,31,12,30-09-2023,31-12-2021,GROUP,28-09-2016,31-08-2015,1,1,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/08784905,,,,,,,,,,,,,,,,,,,,,31-07-2023,17-07-2022
ACORN ACADEMY OF DIRECT LEARNING LIMITED,11802253,,,ATRIA,SPA ROAD,BOLTON,,ENGLAND,BL1 4AG,Private Limited Company,Active,United Kingdom,,01-02-2019,31,8,31-05-2023,31-08-2021,SMALL,29-02-2020,,1,1,0,0,85310 - General secondary education,,,,0,0,http://business.data.gov.uk/id/company/11802253,,,,,,,,,,,,,,,,,,,,,14-02-2023,31-01-2022
ACORN APARTMENTS FREEHOLD LIMITED,13765923,,,7 WOOD STREET,,LYTHAM ST. ANNES,,ENGLAND,FY8 1QS,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,25-11-2021,30,11,25-08-2023,,NO ACCOUNTS FILED,23-12-2022,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/13765923,,,,,,,,,,,,,,,,,,,,,08-12-2022,
